responseid,orig_cluster,orig_label,ias,iats,c42_km3,c42_pam3
Anonymized,1,Average Accuracy / High Attention,90,52,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,77,48,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,69,45,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,79,24,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,76,53,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,70,52,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,66,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,73,26,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,55,34,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,81,44,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,65,52,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,63,57,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,78,41,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,84,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,75,50,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,58,47,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,99,42,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,54,46,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,76,28,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,62,53,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,76,55,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,66,34,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,73,48,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,65,61,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,83,36,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,72,65,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,69,49,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,64,48,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,71,68,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,64,63,Uncertain,High Attention
Anonymized,3,Low Accuracy / Average Attention,75,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,77,42,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,82,63,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,81,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,74,43,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,88,49,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,77,60,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,68,37,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,63,61,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,59,55,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,81,37,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,79,49,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,68,26,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,48,23,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,62,42,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,76,45,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,77,61,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,99,24,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,85,30,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,81,87,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,91,21,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,73,71,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,73,54,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,79,38,Efficient,Low Attention
